Fungal_Genus,Bacterial_Genus,Group,Spearman_Rho,P_value,Mean_Fungal_Abundance,Mean_Bacterial_Abundance
g__Talaromyces,g__Enterococcus,BMD_Day21,-0.642857143,0.096180556,0.160276813,0.024425987
g__Talaromyces,g__Flavonifractor,BMD_Day21,0.642857143,0.096180556,0.160276813,0.019505229
g__Aspergillus,g__Lachnoclostridium,Essential oils_Day21,-0.642857143,0.096180556,0.148266071,0.044370246
g__Malassezia,g__Lachnoclostridium,Probiotic_Day21,-0.642857143,0.096180556,0.094285112,0.036599797
g__Malassezia,g__Escherichia,Basal Diet_Day10,0.6,0.09679784,0.09668637,0.062434433
g__Malassezia,g__Streptococcus,Basal Diet_Day10,-0.6,0.09679784,0.09668637,0.011233379
g__Fusarium,g__Clostridium,BMD_Day1,0.622765656,0.099100808,0.221947267,0.00371795
g__Malassezia,g__Lachnoclostridium,Basal Diet_Day21,0.622765656,0.099100808,0.085443311,0.033051254
g__Malassezia,g__Shigella,BMD_Day10,-0.622765656,0.099100808,0.058829503,0.002878161
g__Colletotrichum,g__Enterococcus,BMD_Day10,-0.622765656,0.099100808,0.05592803,0.483332009
g__Trichoderma,g__Faecalibacterium,BMD_Day21,-0.622765656,0.099100808,0.028916601,0.141782984
g__Candida,g__Escherichia,Essential oils_Day21,-0.621499205,0.099992966,0.008178216,0.041657308
g__Candida,g__Massilistercora,Essential oils_Day21,-0.621499205,0.099992966,0.008178216,0.024458131
g__Candida,g__Shigella,Essential oils_Day21,-0.621499205,0.099992966,0.008178216,0.001109635
g__Cutaneotrichosporon,g__Escherichia,Essential oils_Day21,-0.621499205,0.099992966,0.011898533,0.041657308
g__Cutaneotrichosporon,g__Massilistercora,Essential oils_Day21,-0.621499205,0.099992966,0.011898533,0.024458131
g__Cutaneotrichosporon,g__Shigella,Essential oils_Day21,-0.621499205,0.099992966,0.011898533,0.001109635
g__Ustilago,g__Lachnoclostridium,Probiotic_Day21,0.621499205,0.099992966,0.014408084,0.036599797
g__Cutaneotrichosporon,g__Flavonifractor,Basal Diet_Day10,0.576353978,0.104289826,0.040291389,0.009043991
g__Cutaneotrichosporon,g__Subdoligranulum,Essential oils_Day10,-0.610789394,0.107721237,0.06025158,0.019769881
g__Talaromyces,g__Clostridium,Probiotic_Day21,-0.610789394,0.107721237,0.085226407,0.02084754
g__Talaromyces,g__Flavonifractor,Probiotic_Day21,-0.610789394,0.107721237,0.085226407,0.014285377
g__Colletotrichum,g__Lactobacillus,Basal Diet_Day21,0.610789394,0.107721237,0.045328512,0.176589499
g__Fusarium,g__Enterococcus,Basal Diet_Day10,-0.583333333,0.107997134,0.070979256,0.320828489
g__Colletotrichum,g__Shigella,Essential oils_Day1,-0.609937546,0.108350063,0.027065399,0.024208284
g__Candida,g__Streptococcus,BMD_Day10,0.609937546,0.108350063,0.036677394,0.002028972
g__Saccharomyces,g__Flavonifractor,Essential oils_Day10,-0.609937546,0.108350063,0.009617849,0.014240793
g__Eremothecium,g__Lactobacillus,BMD_Day21,0.609937546,0.108350063,0.01811017,0.23762362
g__Cutaneotrichosporon,g__Bifidobacterium,Probiotic_Day21,0.609937546,0.108350063,0.013133416,0.096034229
g__Ascochyta,g__Limosilactobacillus,Essential oils_Day1,0.608815547,0.109181492,0.010993532,0.002580984
g__Ascochyta,g__Lactobacillus,Probiotic_Day21,-0.608815547,0.109181492,0.047390301,0.216070468
g__Saccharomyces,g__Limosilactobacillus,Probiotic_Day21,-0.608815547,0.109181492,0.024558965,0.024243884
g__Candida,g__Subdoligranulum,Basal Diet_Day10,-0.565752382,0.112341645,0.112888233,0.014043194
g__Aspergillus,g__Shigella,BMD_Day1,-0.619047619,0.114980159,0.197800175,0.024299832
g__Aspergillus,g__Clostridium,Essential oils_Day1,0.619047619,0.114980159,0.146013389,0.002112645
g__Aspergillus,g__Streptococcus,Essential oils_Day1,-0.619047619,0.114980159,0.146013389,0.018888098
g__Fusarium,g__Limosilactobacillus,Essential oils_Day10,-0.619047619,0.114980159,0.121044235,0.057306863
g__Candida,g__Faecalibacterium,Probiotic_Day10,-0.619047619,0.114980159,0.110786728,0.020359617
g__Fusarium,g__Limosilactobacillus,Probiotic_Day10,-0.619047619,0.114980159,0.068339529,0.048504922
g__Fusarium,g__Shigella,Probiotic_Day10,0.619047619,0.114980159,0.068339529,0.000833675
g__Aspergillus,g__Faecalibacterium,Probiotic_Day10,0.619047619,0.114980159,0.121933256,0.020359617
g__Talaromyces,g__Subdoligranulum,Probiotic_Day10,0.619047619,0.114980159,0.042880403,0.021243091
g__Pyricularia,g__Lachnoclostridium,Probiotic_Day10,0.619047619,0.114980159,0.054956308,0.023177368
g__Pyricularia,g__Clostridium,Probiotic_Day10,0.619047619,0.114980159,0.054956308,0.02003968
g__Pyricularia,g__Streptococcus,Probiotic_Day10,-0.619047619,0.114980159,0.054956308,0.012357095
g__Cutaneotrichosporon,g__Faecalibacterium,Probiotic_Day10,0.619047619,0.114980159,0.053114357,0.020359617
g__Pyricularia,g__Limosilactobacillus,Essential oils_Day21,0.619047619,0.114980159,0.096872416,0.021916324
g__Pyricularia,g__Streptococcus,Basal Diet_Day21,-0.619047619,0.114980159,0.06524333,0.003302681
g__Cutaneotrichosporon,g__Escherichia,Essential oils_Day1,-0.600099198,0.11576383,0.009276036,0.653498957
g__Zymoseptoria,g__Lactobacillus,BMD_Day10,0.600099198,0.11576383,0.03623647,0.209827214
g__Trichoderma,g__Faecalibacterium,Basal Diet_Day21,0.600099198,0.11576383,0.011973015,0.101148384
g__Ascochyta,g__Enterococcus,Probiotic_Day10,-0.598813131,0.116753544,0.022394557,0.348663451
g__Trichoderma,g__Subdoligranulum,BMD_Day21,-0.598813131,0.116753544,0.028916601,0.039748354
g__Cutaneotrichosporon,g__Lachnoclostridium,BMD_Day21,0.598813131,0.116753544,0.012709718,0.040034722
g__Malassezia,g__Lactobacillus,Essential oils_Day21,-0.598813131,0.116753544,0.160397175,0.167748054
g__Fusarium,g__Enterococcus,Basal Diet_Day21,-0.598813131,0.116753544,0.133448325,0.042207803
g__Malassezia,g__Subdoligranulum,Basal Diet_Day21,0.598813131,0.116753544,0.085443311,0.035654885
g__Ascochyta,g__Blautia,Probiotic_Day21,0.59613189,0.11883226,0.047390301,0.032702945
g__Ascochyta,g__Lachnoclostridium,Probiotic_Day21,0.59613189,0.11883226,0.047390301,0.036599797
g__Ustilago,g__Enterococcus,Probiotic_Day21,-0.59613189,0.11883226,0.014408084,0.036910149
g__Candida,g__Ligilactobacillus,Basal Diet_Day10,-0.557048499,0.119223463,0.112888233,0.024657652
g__Aspergillus,g__Flavonifractor,Basal Diet_Day10,0.566666667,0.120574295,0.112539511,0.009043991
g__Talaromyces,g__Shigella,Basal Diet_Day10,0.566666667,0.120574295,0.071143344,0.001375658
g__Pyricularia,g__Blautia,Basal Diet_Day10,0.566666667,0.120574295,0.056864348,0.022062926
g__Ustilago,g__Flavonifractor,Basal Diet_Day21,0.592305702,0.121834514,0.0072596,0.013892123
g__Trichoderma,g__Blautia,Basal Diet_Day10,-0.55230609,0.12307663,0.044598971,0.022062926
g__Tetrapisispora,g__Faecalibacterium,BMD_Day21,-0.589234339,0.124275032,0.021370822,0.141782984
g__Ascochyta,g__Flavonifractor,Probiotic_Day10,0.586836868,0.126198986,0.022394557,0.013307708
g__Malassezia,g__Flavonifractor,Essential oils_Day21,0.586836868,0.126198986,0.160397175,0.018628755
g__Ustilago,g__Escherichia,Basal Diet_Day1,-0.547722558,0.126870367,0.02020202,0.731920299
g__Ustilago,g__Enterococcus,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.128164708
g__Ustilago,g__Lactobacillus,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.018710567
g__Ustilago,g__Faecalibacterium,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.001490754
g__Ustilago,g__Bifidobacterium,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.000707398
g__Ustilago,g__Limosilactobacillus,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.003805365
g__Ustilago,g__Blautia,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.002397954
g__Ustilago,g__Subdoligranulum,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.001212361
g__Ustilago,g__Ligilactobacillus,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.001761384
g__Ustilago,g__Lachnoclostridium,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.002025467
g__Ustilago,g__Clostridium,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.002321592
g__Ustilago,g__Massilistercora,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.001057774
g__Ustilago,g__Streptococcus,Basal Diet_Day1,-0.547722558,0.126870367,0.02020202,0.014025231
g__Ustilago,g__Shigella,Basal Diet_Day1,-0.547722558,0.126870367,0.02020202,0.024705299
g__Ustilago,g__Flavonifractor,Basal Diet_Day1,0.547722558,0.126870367,0.02020202,0.001312396
g__Eremothecium,g__Escherichia,Basal Diet_Day1,0.547722558,0.126870367,0.000805153,0.731920299
g__Eremothecium,g__Lactobacillus,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.018710567
g__Eremothecium,g__Faecalibacterium,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.001490754
g__Eremothecium,g__Bifidobacterium,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.000707398
g__Eremothecium,g__Blautia,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.002397954
g__Eremothecium,g__Subdoligranulum,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.001212361
g__Eremothecium,g__Lachnoclostridium,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.002025467
g__Eremothecium,g__Massilistercora,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.001057774
g__Eremothecium,g__Flavonifractor,Basal Diet_Day1,-0.547722558,0.126870367,0.000805153,0.001312396
g__Cutaneotrichosporon,g__Streptococcus,BMD_Day10,0.585540044,0.12724659,0.035653141,0.002028972
g__Saccharomyces,g__Enterococcus,BMD_Day21,-0.585540044,0.12724659,0.016714085,0.024425987
g__Saccharomyces,g__Faecalibacterium,BMD_Day21,0.585540044,0.12724659,0.016714085,0.141782984
g__Saccharomyces,g__Flavonifractor,BMD_Day21,0.585540044,0.12724659,0.016714085,0.019505229
g__Ascochyta,g__Blautia,BMD_Day10,0.583448233,0.12894663,0.014426074,0.011619924
g__Ascochyta,g__Lachnoclostridium,BMD_Day10,0.583448233,0.12894663,0.014426074,0.009312652
g__Ascochyta,g__Clostridium,BMD_Day10,0.583448233,0.12894663,0.014426074,0.010880368
g__Ascochyta,g__Flavonifractor,BMD_Day10,0.583448233,0.12894663,0.014426074,0.004619363
g__Ustilago,g__Limosilactobacillus,BMD_Day10,0.583448233,0.12894663,0.022956064,0.047405845
g__Candida,g__Lactobacillus,Essential oils_Day21,0.583448233,0.12894663,0.008178216,0.167748054
g__Cutaneotrichosporon,g__Lactobacillus,Essential oils_Day21,0.583448233,0.12894663,0.011898533,0.167748054
g__Tetrapisispora,g__Massilistercora,Probiotic_Day21,-0.583448233,0.12894663,0.003548715,0.018905126
g__Colletotrichum,g__Ligilactobacillus,Basal Diet_Day10,-0.542450803,0.131318625,0.02589076,0.024657652
g__Cutaneotrichosporon,g__Enterococcus,Basal Diet_Day10,-0.542450803,0.131318625,0.040291389,0.320828489
g__Malassezia,g__Streptococcus,Essential oils_Day1,-0.595238095,0.132291667,0.059860807,0.018888098
g__Aspergillus,g__Enterococcus,Essential oils_Day10,-0.595238095,0.132291667,0.142456828,0.271247388
g__Pyricularia,g__Enterococcus,Essential oils_Day10,0.595238095,0.132291667,0.058951622,0.271247388
g__Tetrapisispora,g__Blautia,Essential oils_Day10,0.595238095,0.132291667,0.027668009,0.030232111
g__Tetrapisispora,g__Ligilactobacillus,Essential oils_Day10,-0.595238095,0.132291667,0.027668009,0.012641352
g__Aspergillus,g__Subdoligranulum,Probiotic_Day10,0.595238095,0.132291667,0.121933256,0.021243091
g__Talaromyces,g__Shigella,Probiotic_Day10,0.595238095,0.132291667,0.042880403,0.000833675
g__Pyricularia,g__Flavonifractor,Probiotic_Day10,0.595238095,0.132291667,0.054956308,0.013307708
g__Malassezia,g__Subdoligranulum,BMD_Day21,-0.595238095,0.132291667,0.163369634,0.039748354
g__Malassezia,g__Lachnoclostridium,BMD_Day21,-0.595238095,0.132291667,0.163369634,0.040034722
g__Talaromyces,g__Subdoligranulum,BMD_Day21,0.595238095,0.132291667,0.160276813,0.039748354
g__Pyricularia,g__Faecalibacterium,Essential oils_Day21,-0.595238095,0.132291667,0.096872416,0.128729913
g__Malassezia,g__Streptococcus,Probiotic_Day21,-0.595238095,0.132291667,0.094285112,0.002766541
g__Zymoseptoria,g__Faecalibacterium,Probiotic_Day21,-0.595238095,0.132291667,0.040424968,0.109035206
g__Malassezia,g__Shigella,Basal Diet_Day10,0.55,0.132776675,0.09668637,0.001375658
g__Trichoderma,g__Escherichia,BMD_Day1,-0.577350269,0.133974596,0.015,0.740430565
g__Trichoderma,g__Lactobacillus,BMD_Day1,0.577350269,0.133974596,0.015,0.016386405
g__Trichoderma,g__Faecalibacterium,BMD_Day1,0.577350269,0.133974596,0.015,0.01879567
g__Trichoderma,g__Bifidobacterium,BMD_Day1,0.577350269,0.133974596,0.015,0.006137143
g__Trichoderma,g__Limosilactobacillus,BMD_Day1,0.577350269,0.133974596,0.015,0.002234855
g__Trichoderma,g__Blautia,BMD_Day1,0.577350269,0.133974596,0.015,0.005311716
g__Trichoderma,g__Subdoligranulum,BMD_Day1,0.577350269,0.133974596,0.015,0.006441469
g__Trichoderma,g__Ligilactobacillus,BMD_Day1,0.577350269,0.133974596,0.015,0.004161424
g__Trichoderma,g__Lachnoclostridium,BMD_Day1,0.577350269,0.133974596,0.015,0.005626171
g__Trichoderma,g__Clostridium,BMD_Day1,0.577350269,0.133974596,0.015,0.00371795
g__Trichoderma,g__Massilistercora,BMD_Day1,0.577350269,0.133974596,0.015,0.003995301
g__Trichoderma,g__Shigella,BMD_Day1,-0.577350269,0.133974596,0.015,0.024299832
g__Trichoderma,g__Flavonifractor,BMD_Day1,0.577350269,0.133974596,0.015,0.002637976
g__Tetrapisispora,g__Faecalibacterium,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.01879567
g__Tetrapisispora,g__Bifidobacterium,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.006137143
g__Tetrapisispora,g__Blautia,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.005311716
g__Tetrapisispora,g__Subdoligranulum,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.006441469
g__Tetrapisispora,g__Ligilactobacillus,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.004161424
g__Tetrapisispora,g__Lachnoclostridium,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.005626171
g__Tetrapisispora,g__Massilistercora,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.003995301
g__Tetrapisispora,g__Flavonifractor,BMD_Day1,-0.577350269,0.133974596,0.000899281,0.002637976
g__Eremothecium,g__Streptococcus,BMD_Day1,0.577350269,0.133974596,0.001116071,0.008232814
g__Eremothecium,g__Shigella,BMD_Day1,0.577350269,0.133974596,0.001116071,0.024299832
g__Zymoseptoria,g__Escherichia,Essential oils_Day1,-0.577350269,0.133974596,0.004310345,0.653498957
g__Zymoseptoria,g__Lactobacillus,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.019290978
g__Zymoseptoria,g__Faecalibacterium,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.01427081
g__Zymoseptoria,g__Bifidobacterium,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.042221295
g__Zymoseptoria,g__Limosilactobacillus,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.002580984
g__Zymoseptoria,g__Blautia,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.002940738
g__Zymoseptoria,g__Subdoligranulum,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.004148101
g__Zymoseptoria,g__Ligilactobacillus,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.003339332
g__Zymoseptoria,g__Lachnoclostridium,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.002992657
g__Zymoseptoria,g__Clostridium,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.002112645
g__Zymoseptoria,g__Massilistercora,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.00170385
g__Zymoseptoria,g__Shigella,Essential oils_Day1,-0.577350269,0.133974596,0.004310345,0.024208284
g__Zymoseptoria,g__Flavonifractor,Essential oils_Day1,0.577350269,0.133974596,0.004310345,0.002253041
g__Eremothecium,g__Escherichia,Essential oils_Day1,0.577350269,0.133974596,0.004120879,0.653498957
g__Eremothecium,g__Shigella,Essential oils_Day1,0.577350269,0.133974596,0.004120879,0.024208284
g__Candida,g__Flavonifractor,Basal Diet_Day21,0.577350269,0.133974596,0.000912409,0.013892123
g__Tetrapisispora,g__Massilistercora,BMD_Day21,0.576958624,0.134301189,0.021370822,0.019550457
g__Malassezia,g__Streptococcus,Probiotic_Day10,-0.574860606,0.136058262,0.028986607,0.012357095
g__Fusarium,g__Faecalibacterium,Basal Diet_Day21,0.574860606,0.136058262,0.133448325,0.101148384
g__Ascochyta,g__Lactobacillus,Basal Diet_Day21,-0.572821962,0.137777782,0.139673913,0.176589499
g__Aspergillus,g__Shigella,Probiotic_Day1,0.642857143,0.138888889,0.102759111,0.027896252
g__Saccharomyces,g__Streptococcus,Probiotic_Day21,0.570764576,0.139525273,0.024558965,0.002766541
g__Zymoseptoria,g__Escherichia,Basal Diet_Day10,-0.529465139,0.142664562,0.005723635,0.062434433
g__Zymoseptoria,g__Limosilactobacillus,Basal Diet_Day10,-0.529465139,0.142664562,0.005723635,0.051638744
g__Trichoderma,g__Subdoligranulum,BMD_Day10,-0.566306164,0.143354053,0.048246467,0.010534177
g__Ascochyta,g__Enterococcus,Probiotic_Day1,-0.612372436,0.143810809,0.013392857,0.038801408
g__Ascochyta,g__Shigella,Probiotic_Day1,0.612372436,0.143810809,0.013392857,0.027896252
g__Tetrapisispora,g__Escherichia,Probiotic_Day1,-0.612372436,0.143810809,0.001984127,0.816333406
g__Tetrapisispora,g__Lactobacillus,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.001210591
g__Tetrapisispora,g__Faecalibacterium,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.000443428
g__Tetrapisispora,g__Limosilactobacillus,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.000317884
g__Tetrapisispora,g__Blautia,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.000110842
g__Tetrapisispora,g__Subdoligranulum,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.000150556
g__Tetrapisispora,g__Ligilactobacillus,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.000271855
g__Tetrapisispora,g__Lachnoclostridium,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.000117336
g__Tetrapisispora,g__Massilistercora,Probiotic_Day1,0.612372436,0.143810809,0.001984127,6.59691997064414e-05
g__Tetrapisispora,g__Streptococcus,Probiotic_Day1,0.612372436,0.143810809,0.001984127,0.027466593
g__Tetrapisispora,g__Flavonifractor,Probiotic_Day1,0.612372436,0.143810809,0.001984127,7.01791500510631e-05
g__Ustilago,g__Enterococcus,Probiotic_Day1,-0.612372436,0.143810809,0.03125,0.038801408
g__Ustilago,g__Shigella,Probiotic_Day1,0.612372436,0.143810809,0.03125,0.027896252
g__Colletotrichum,g__Streptococcus,Basal Diet_Day10,0.525499215,0.146240258,0.02589076,0.011233379
g__Talaromyces,g__Bifidobacterium,BMD_Day10,-0.562884343,0.146331533,0.0525028,0.003773746
g__Eremothecium,g__Clostridium,Probiotic_Day21,-0.562884343,0.146331533,0.050449409,0.02084754
g__Saccharomyces,g__Clostridium,Basal Diet_Day1,0.524900784,0.146784307,0.058065738,0.002321592
g__Candida,g__Clostridium,Basal Diet_Day1,-0.533333333,0.147525353,0.443963521,0.002321592
g__Candida,g__Streptococcus,Basal Diet_Day1,0.533333333,0.147525353,0.443963521,0.014025231
g__Aspergillus,g__Escherichia,Basal Diet_Day1,-0.533333333,0.147525353,0.082065025,0.731920299
g__Talaromyces,g__Clostridium,Essential oils_Day1,0.561142542,0.147860122,0.014405602,0.002112645
g__Colletotrichum,g__Lactobacillus,Essential oils_Day1,0.561142542,0.147860122,0.027065399,0.019290978
g__Colletotrichum,g__Clostridium,Essential oils_Day1,0.561142542,0.147860122,0.027065399,0.002112645
g__Ascochyta,g__Flavonifractor,Essential oils_Day10,-0.561142542,0.147860122,0.022617617,0.014240793
g__Saccharomyces,g__Ligilactobacillus,Essential oils_Day10,0.561142542,0.147860122,0.009617849,0.012641352
g__Eremothecium,g__Streptococcus,Essential oils_Day10,-0.561142542,0.147860122,0.014589437,0.011863543
g__Eremothecium,g__Massilistercora,BMD_Day21,-0.561142542,0.147860122,0.01811017,0.019550457
g__Talaromyces,g__Lachnoclostridium,Essential oils_Day21,-0.561142542,0.147860122,0.063458297,0.044370246
g__Talaromyces,g__Shigella,Basal Diet_Day21,-0.561142542,0.147860122,0.0897301,0.004074746
g__Ascochyta,g__Ligilactobacillus,Essential oils_Day1,0.558080918,0.150568177,0.010993532,0.003339332
g__Ascochyta,g__Shigella,BMD_Day10,0.558080918,0.150568177,0.014426074,0.002878161
g__Candida,g__Streptococcus,BMD_Day21,-0.558080918,0.150568177,0.005560111,0.002749794
g__Tetrapisispora,g__Blautia,Probiotic_Day21,-0.558080918,0.150568177,0.003548715,0.032702945
g__Aspergillus,g__Shigella,Essential oils_Day10,-0.571428571,0.151140873,0.142456828,0.001494821
